index,word,frequency
100336,snooze,37
100335,magnet,37
100334,omarion,37
100333,rell,37
100332,whale,37
100331,flare,37
100330,tourist,37
100329,salsa,37
100328,chilosa,37
100327,commence,37
100326,boardwalk,37
100325,bicken,37
100324,lifeless,37
100323,electricity,37
100322,guerilla,37
100321,chilled,37
100320,bowed,37
100319,trusting,37
100318,x6,37
100317,nancy,37
100316,collection,37
100315,como,37
100314,shocker,37
100313,puss,37
100312,aladdin,37
100311,sailin,37
100310,meek,37
100309,elements,37
100308,motive,37
100307,fastest,37
100306,bicycle,37
100305,muthafuckers,37
100304,thisll,37
100303,tis,37
100302,baker,37
100301,muhfuckin,37
100300,interviews,37
100299,waved,37
100298,britney,37
100297,conversate,37
100296,juan,37
100295,senseless,37
100294,watermelon,37
100293,jeweler,37
100292,audio,37
100291,burners,37
100290,limelight,37
100289,judging,37
100288,ranger,37
100287,dollas,37
100286,dogg],37
100285,meanest,37
100284,devilish,37
100283,classy,37
100282,owl,37
100281,sammy,37
100280,bogle,37
100279,wyte,37
100278,kodak,37
100277,casa,37
100276,yahhh,37
100275,pleasin,37
100274,collars,37
100273,no-no,37
100272,concentration,37
100271,smurf,37
100270,iceberg,37
100269,unda,37
100268,draped,37
100267,idol,37
100266,suspended,36
100265,dooby,36
100264,booked,36
100263,rascal,36
100262,profession,36
100261,flaw,36
100260,fader,36
100259,forgettin,36
100258,fiending,36
100257,dagger,36
100256,fos,36
100255,fireplace,36
100254,cursing,36
100253,familys,36
100252,anit,36
100251,productions,36
100250,fabric,36
100249,superfly,36
100248,tapping,36
100247,rednecks,36
100246,fighters,36
100245,sips,36
100244,neol,36
100243,brown],36
100242,cunt,36
100241,lens,36
100240,unity,36
100239,swan,36
100238,{i,36
100237,flirtin,36
100236,breasts,36
100235,profits,36
100234,climax,36
100233,clothing,36
100232,a-town,36
100231,homecoming,36
100230,grape,36
100229,nolia,36
100228,whooped,36
100227,atcha,36
100226,grande,36
100225,despair,36
100224,sacrificed,36
100223,medication,36
100222,embarrassed,36
100221,caroline,36
100220,attidue,36
100219,pacific,36
100218,attitudes,36
100217,jig,36
100216,wham,36
100215,cartoons,36
100214,jerkin,36
100213,twurk,36
100212,sara,36
100211,weighing,36
100210,rulin,36
100209,goodies,36
100208,dramatic,36
100207,jumps,36
100206,worms,36
100205,dodging,36
100204,blossom,36
100203,aiight,36
100202,riverside,36
100201,showbiz,36
100200,homo,36
100199,36,36
100198,homicidal,36
100197,blockin,36
100196,rockabye,36
100195,markie,36
100194,cozy,36
100193,drag-on,36
100192,massage,36
100191,wigs,36
100190,gong,36
100189,dividends,36
100188,christina,36
100187,crazier,36
100186,heist,36
100185,sensai,36
100184,solved,36
100183,hee,36
100182,virtue,36
100181,sergeant,36
100180,intend,36
100179,compliment,36
100178,complexion,36
100177,insurance,36
100176,valleys,36
100175,oh-oh-oh-oh-oh,36
100174,heltah,36
100173,hemp,36
100172,insert,36
100171,vette,36
100170,beatles,36
100169,verbally,36
100168,sneaky,36
100167,twenty-two,36
100166,ooby,36
100165,mixture,36
100164,oohooh,36
100163,chours,36
100162,trails,36
100161,cept,36
100160,washin,36
100159,nova,36
100158,outrageous,36
100157,miley,36
100156,a-plus,36
100155,spaz,36
100154,independence,36
100153,seals,36
100152,opposition,36
100151,benefit,36
100150,hassle,36
100149,hillside,36
100148,iphone,36
100147,ion,36
100146,strategy,36
100145,stalking,36
100144,barking,36
100143,pools,36
100142,popcorn,36
100141,g-o-d,36
100140,apollo,36
100139,newest,36
100138,deed,36
100137,praises,36
100136,maid,36
100135,creatures,36
100134,apparently,36
100133,pout,36
100132,exquisite,36
100131,coastin,36
100130,fronts,36
100129,n9ne,36
100128,yella,36
100127,unaware,36
100126,remi,36
100125,plots,36
100124,freddie,36
100123,dazed,36
100122,sunk,36
100121,galore,36
100120,bluffin,36
100119,stripe,36
100118,10],36
100117,boof,36
100116,sidekick,35
100115,buds,35
100114,tajai,35
100113,haiti,35
100112,nearest,35
100111,smalls,35
100110,shifting,35
100109,bettin,35
100108,[both],35
100107,culo,35
100106,scares,35
100105,jagged,35
100104,outrun,35
100103,fearing,35
100102,alias,35
100101,flamboyant,35
100100,shrink,35
100099,adjuster,35
100098,sandals,35
100097,wesson,35
100096,dougie,35
100095,zu,35
100094,authentic,35
100093,wells,35
100092,authority,35
100091,[50,35
100090,gunpowder,35
100089,haa,35
100088,einstein,35
100087,flashes,35
100086,weights,35
100085,weightless,35
100084,messiah,35
100083,substance,35
100082,meter,35
100081,yeaaah,35
100080,burgundy,35
100079,queensbridge,35
100078,[method,35
100077,lewis,35
100076,nephew,35
100075,dated,35
100074,crushin,35
100073,moist,35
100072,branded,35
100071,[lord,35
100070,relaxed,35
100069,discipline,35
100068,fiery,35
100067,chewed,35
100066,settlin,35
100065,one-way,35
100064,uncertain,35
100063,duct,35
100062,veterans,35
100061,limited,35
100060,babygirl,35
100059,mortal,35
100058,nagala,35
100057,turntable,35
100056,heyyyy,35
100055,breather,35
100054,cone,35
100053,brace,35
100052,quietly,35
100051,yeah-yeah,35
100050,hangover,35
100049,millionaires,35
100048,hannah,35
100047,scripts,35
100046,muhfucker,35
100045,silencer,35
100044,organized,35
100043,sp,35
100042,harlan,35
100041,lurkin,35
100040,swole,35
100039,southbound,35
100038,newborn,35
100037,chapo,35
100036,dada,35
100035,haste,35
100034,dayton,35
100033,dominate,35
100032,teflon,35
100031,tying,35
100030,2na,35
100029,jettin,35
100028,gimmicks,35
100027,blinkin,35
100026,picnic,35
100025,verge,35
100024,nig,35
100023,karmas,35
100022,gambling,35
100021,glistenin,35
100020,holmes,35
100019,le,35
100018,campaign,35
100017,brung,35
100016,persona,35
100015,imagined,35
100014,engineer,35
100013,murdering,35
100012,dopeman,35
100011,rubbish,35
100010,untrue,35
100009,pond,35
100008,4-Apr,35
100007,clapping,35
100006,revolver,35
100005,blocked,35
100004,showtime,35
100003,plaque,35
100002,genesis,35
100001,established,35
100000,risen,35
99999,26s,35
99998,housewife,35
99997,howard,35
99996,cranked,35
99995,antidote,35
99994,ignition,35
99993,prospect,35
99992,erupt,35
99991,three],35
99990,creeps,35
99989,caint,35
99988,coin,35
99987,ken,35
99986,loses,35
99985,ruins,35
99984,shortie,35
99983,dominoes,35
99982,bites,35
99981,deception,35
99980,brow,35
99979,skee-lo,35
99978,84,35
99977,pos,35
99976,stamps,35
99975,crispy,35
99974,poof,35
99973,jimbrowski,35
99972,teller,35
99971,tanks,35
99970,meee,35
99969,stainless,35
99968,starry,35
99967,posses,35
99966,amarillo,35
99965,menage,35
99964,stumblin,35
99963,doo-doo,35
99962,flirting,35
99961,suzy,35
99960,dere,35
99959,poppy,35
99958,magnetic,35
99957,addicts,34
99956,crutch,34
99955,threes,34
99954,landing,34
99953,conceited,34
99952,skeltah,34
99951,symbol,34
99950,squeezing,34
99949,skid,34
99948,curfew,34
99947,crawled,34
99946,defeated,34
99945,sneaks,34
99944,manager,34
99943,ban,34
99942,creative,34
99941,aroma,34
99940,mysteries,34
99939,sprees,34
99938,smoother,34
99937,myth,34
99936,surrounding,34
99935,instance,34
99934,cranks,34
99933,backbone,34
99932,lovesick,34
99931,lackin,34
99930,b-real,34
99929,mighta,34
99928,motorola,34
99927,meditation,34
99926,imported,34
99925,imaginary,34
99924,coma,34
99923,spain,34
99922,mcdonalds,34
99921,idiots,34
99920,starr,34
99919,controlled,34
99918,militant,34
99917,continent,34
99916,spends,34
99915,dart,34
99914,nasa,34
99913,latch,34
99912,continued,34
99911,counterfeit,34
99910,suzie,34
99909,im-a,34
99908,ditches,34
99907,idle,34
99906,listeners,34
99905,stabbin,34
99904,cooling,34
99903,taillights,34
99902,mario,34
99901,impatient,34
99900,talented,34
99899,sos,34
99898,congratulations,34
99897,ticks,34
99896,currency,34
99895,slayed,34
99894,tricked,34
99893,measured,34
99892,two-step,34
99891,tapout,34
99890,access,34
99889,mixtapes,34
99888,liking,34
99887,gloom,34
99886,paralyzed,34
99885,rubberband,34
99884,chunk,34
99883,buncha,34
99882,boulders,34
99881,exciting,34
99880,finga,34
99879,bucktown,34
99878,plated,34
99877,ehh,34
99876,wah-do-day,34
99875,windy,34
99874,bleach,34
99873,polished,34
99872,gums,34
99871,profound,34
99870,buddah,34
99869,ninety-five,34
99868,97,34
99867,bootie,34
99866,carbon,34
99865,fierce,34
99864,ox,34
99863,ot,34
99862,format,34
99861,offense,34
99860,freeway],34
99859,buckets,34
99858,simpson,34
99857,wrecking,34
99856,gravediggaz,34
99855,revolves,34
99854,volcano,34
99853,vows,34
99852,pressing,34
99851,chug,34
99850,chubb,34
99849,fives,34
99848,recognized,34
99847,biddy,34
99846,favour,34
99845,select,34
99844,[talking],34
99843,bap,34
99842,hockey,34
99841,photos,34
99840,rubba,34
99839,shoutout,34
99838,[mack,34
99837,grooving,34
99836,buys,34
99835,parallel,34
99834,heather,34
99833,frog,34
99832,gangbang,34
99831,escaped,34
99830,barry,34
99829,puppy,34
99828,housing,34
99827,bouquet,34
99826,doug,34
99825,seekin,34
99824,drizzy,34
99823,sadly,34
99822,hav,34
99821,haulin,34
99820,weighs,34
99819,vic,34
99818,hoot,34
99817,op,34
99816,e-swift,34
99815,dyke,34
99814,pittsburgh,34
99813,realist,34
99812,peeling,34
99811,furs,34
99810,shutting,34
99809,1/8/2007,34
99808,poundin,34
99807,everbody,34
99806,potatoes,34
99805,quicksand,34
99804,[masta,34
99803,growth,34
99802,performance,34
99801,cee,34
99800,resort,34
99799,pits,34
99798,russian,34
99797,nipples,34
99796,carriage,33
99795,hotline,33
99794,hardwood,33
99793,levy,33
99792,jennings,33
99791,pierce,33
99790,minimal,33
99789,predict,33
99788,psychic,33
99787,yeahhhh,33
99786,cpt,33
99785,declare,33
99784,caroling,33
99783,4-tay,33
99782,backup,33
99781,shutdown,33
99780,scraps,33
99779,whens,33
99778,hoochies,33
99777,wardrobe,33
99776,statue,33
99775,vengeance,33
99774,squirt,33
99773,cowgirls,33
99772,grenades,33
99771,nelson,33
99770,dangerously,33
99769,majesty,33
99768,pub,33
99767,atomic,33
99766,semen,33
99765,backing,33
99764,lod,33
99763,flipper,33
99762,clears,33
99761,happily,33
99760,unreal,33
99759,combined,33
99758,go-go,33
99757,binnen,33
99756,yap,33
99755,realm,33
99754,eliminate,33
99753,abilene,33
99752,unbelievable,33
99751,hysteria,33
99750,balla,33
99749,aggressive,33
99748,tallest,33
99747,cleaning,33
99746,dolly,33
99745,intimate,33
99744,puppa,33
99743,yams,33
99742,index,33
99741,movements,33
99740,hoover,33
99739,copping,33
99738,madonna,33
99737,sen,33
99736,umma,33
99735,revealed,33
99734,serch],33
99733,steven,33
99732,pucker,33
99731,dru,33
99730,86,33
99729,nutty,33
99728,melon,33
99727,alarmed,33
99726,melts,33
99725,kuniva,33
99724,squat,33
99723,partying,33
99722,tested,33
99721,alcoholic,33
99720,barrio,33
99719,bleek],33
99718,timber,33
99717,exception,33
99716,broader,33
99715,9s,33
99714,chord,33
99713,4x],33
99712,alice,33
99711,vans,33
99710,elite,33
99709,phd,33
99708,clueless,33
99707,flicker,33
99706,blu,33
99705,pronounce,33
99704,arrogant,33
99703,opio,33
99702,dweet,33
99701,soar,33
99700,cemetery,33
99699,surf,33
99698,manson,33
99697,schoolboy,33
99696,singles,33
99695,grandmother,33
99694,inherit,33
99693,collecting,33
99692,freedom],33
99691,giggle,33
99690,2s,33
99689,cranium,33
99688,pimped,33
99687,plum,33
99686,swoon,33
99685,educate,33
99684,feenin,33
99683,tudunn,33
99682,battered,33
99681,bids,33
99680,graphic,33
99679,primo,33
99678,error,33
99677,watcha,33
99676,rodney,33
99675,caravan,33
99674,hunters,33
99673,hudson,33
99672,seduce,33
99671,spells,33
99670,shadys,33
99669,end],33
99668,forgets,33
99667,convict,33
99666,forfeit,33
99665,cain,33
99664,needy,33
99663,carefully,33
99662,splits,33
99661,depth,33
99660,download,33
99659,loungin,33
99658,joc,33
99657,bugging,33
99656,mute,33
99655,imitate,33
99654,statement,33
99653,arise,33
99652,worthwhile,33
99651,settling,33
99650,yippy,33
99649,daniels,33
99648,litter,33
99647,charming,33
99646,token,33
99645,labeled,33
99644,platform,33
99643,specific,33
99642,cannonball,33
99641,moss,33
99640,defined,33
99639,claims,33
99638,apology,33
99637,lauren,33
99636,benches,33
99635,haired,33
99634,blurred,33
99633,opportunities,33
99632,prescription,33
99631,faithfully,33
99630,unexpected,33
99629,starks,33
99628,tenderly,33
99627,clocking,33
99626,feeds,33
99625,escaping,33
99624,controllin,33
99623,reigns,33
99622,ally,33
99621,awe,33
99620,freaking,32
99619,yoself,32
99618,affected,32
99617,b-am,32
99616,sickest,32
99615,muffin,32
99614,fumble,32
99613,ying,32
99612,tit,32
99611,blacc,32
99610,teens,32
99609,roulette,32
99608,dese,32
99607,gotsta,32
99606,intoxicated,32
99605,slightest,32
99604,petals,32
99603,frantic,32
99602,shortys,32
99601,blacked,32
99600,technology,32
99599,dm,32
99598,uuh,32
99597,willies,32
99596,senior,32
99595,squash,32
99594,churches,32
99593,alter,32
99592,bombin,32
99591,showdown,32
99590,juju,32
99589,crumbling,32
99588,bases,32
99587,dixieland,32
99586,muah,32
99585,pasture,32
99584,dinah,32
99583,atlas,32
99582,onion,32
99581,faker,32
99580,dessert,32
99579,frowns,32
99578,crushing,32
99577,dayum,32
99576,waistline,32
99575,frosty,32
99574,slumber,32
99573,bishop,32
99572,valentines,32
99571,permanently,32
99570,shipped,32
99569,holidays,32
99568,perish,32
99567,headboard,32
99566,explanation,32
99565,forrest,32
99564,terry,32
99563,zeros,32
99562,pesos,32
99561,memorys,32
99560,vanished,32
99559,chores,32
99558,someway,32
99557,[opio],32
99556,connects,32
99555,bah-da,32
99554,battling,32
99553,trench,32
99552,heartbeats,32
99551,endo,32
99550,jokers,32
99549,be-dum,32
99548,icon,32
99547,freezin,32
99546,puffing,32
99545,whistling,32
99544,prairie,32
99543,apes,32
99542,disturbed,32
99541,attire,32
99540,nicer,32
99539,measures,32
99538,stout,32
99537,heats,32
99536,nemesis,32
99535,soles,32
99534,guinness,32
99533,communicate,32
99532,computers,32
99531,neglected,32
99530,santas,32
99529,essential,32
99528,[busta,32
99527,cuzz,32
99526,amnesia,32
99525,easin,32
99524,simon,32
99523,students,32
99522,britches,32
99521,wrestle,32
99520,concealed,32
99519,scores,32
99518,overrated,32
99517,communication,32
99516,tucker,32
99515,baptist,32
99514,rifles,32
99513,mascara,32
99512,rig,32
99511,thongs,32
99510,[jim,32
99509,tick-tock,32
99508,egos,32
99507,ha-,32
99506,eaz-y,32
99505,[2x],32
99504,ridge,32
99503,marvelous,32
99502,sharin,32
99501,klan,32
99500,controller,32
99499,khadafi,32
99498,malibu,32
99497,modeling,32
99496,overwhelmed,32
99495,trading,32
99494,livest,32
99493,blizzard,32
99492,disregard,32
99491,panty,32
99490,instigator,32
99489,cyan,32
99488,clones,32
99487,amor,32
99486,riots,32
99485,coop,32
99484,nareul,32
99483,angles,32
99482,wee-oh,32
99481,spokes,32
99480,deeds,32
99479,truths,32
99478,faze,32
99477,creed,32
99476,ere,32
99475,husbands,32
99474,signing,32
99473,heavyweight,32
99472,talents,32
99471,rivals,32
99470,device,32
99469,montego,32
99468,hack,32
99467,raini,32
99466,tread,32
99465,iv,32
99464,furniture,32
99463,results,32
99462,rained,32
99461,vessel,32
99460,huge,32
99459,mastermind,32
99458,navigate,32
99457,centuries,32
99456,tug,32
99455,fussin,32
99454,porter,32
99453,steep,32
99452,[verse],32
99451,sexin,32
99450,element,32
99449,breathless,32
99448,unforgettable,32
99447,courtesy,32
99446,dignity,32
99445,separation,32
99444,put-put-put,32
99443,mild,31
99442,ringtone,31
99441,minnie,31
99440,undertow,31
99439,wasup,31
99438,jab,31
99437,vicinity,31
99436,fakers,31
99435,123,31
99434,battlefield,31
99433,irs,31
99432,beepers,31
99431,granddaddy,31
99430,grammys,31
99429,neighbours,31
99428,sonic,31
99427,1000,31
99426,performing,31
99425,larger,31
99424,yessir,31
99423,traces,31
99422,50s,31
99421,graduation,31
99420,alphabet,31
99419,saturdays,31
99418,thorn,31
99417,minks,31
99416,nearer,31
99415,worryin,31
99414,donuts,31
99413,branches,31
99412,careers,31
99411,t],31
99410,abyss,31
99409,loretta,31
99408,friction,31
99407,creating,31
99406,sob,31
99405,yeen,31
99404,pacify,31
99403,dismiss,31
99402,bi,31
99401,payne,31
99400,cubes,31
99399,egypt,31
99398,shalt,31
99397,cajun,31
99396,huddle,31
99395,collected,31
99394,maxine,31
99393,gatt,31
99392,latex,31
99391,apocalypse,31
99390,norm,31
99389,reds,31
99388,c-notes,31
99387,cuba,31
99386,vacate,31
99385,forbid,31
99384,insight,31
99383,principle,31
99382,streams,31
99381,mandem,31
99380,reeboks,31
99379,hendrix,31
99378,sega,31
99377,wickedest,31
99376,propaganda,31
99375,bitching,31
99374,sushi,31
99373,walmart,31
99372,judges,31
99371,invade,31
99370,steamin,31
99369,moans,31
99368,childish,31
99367,retired,31
99366,solja,31
99365,cripple,31
99364,loft,31
99363,ace],31
99362,yawnin,31
99361,deo,31
99360,relations,31
99359,choclair,31
99358,department,31
99357,knowhatimsayin,31
99356,jericho,31
99355,timberlake,31
99354,burdens,31
99353,mascot,31
99352,graceland,31
99351,disturb,31
99350,signals,31
99349,des,31
99348,provin,31
99347,fraction,31
99346,hippy,31
99345,resident,31
99344,hike,31
99343,subtle,31
99342,domestic,31
99341,doubles,31
99340,treasures,31
99339,truce,31
99338,claws,31
99337,dolls,31
99336,americans,31
99335,agenda,31
99334,swayin,31
99333,hooptie,31
99332,coca-cola,31
99331,91,31
99330,chambers,31
99329,flashed,31
99328,newark,31
99327,behalf,31
99326,resolution,31
99325,compares,31
99324,boi],31
99323,flats,31
99322,truest,31
99321,execute,31
99320,backroad,31
99319,rejoice,31
99318,assassins,31
99317,conditions,31
99316,crane,31
99315,87,31
99314,cyaan,31
99313,berserk,31
99312,jiggle,31
99311,clickin,31
99310,unusual,31
99309,abandon,31
99308,politician,31
99307,dummies,31
99306,evils,31
99305,timer,31
99304,judas,31
99303,fraid,31
99302,controlling,31
99301,fetti,31
99300,unlocked,31
99299,chipped,31
99298,silky,31
99297,outkast,31
99296,wats,31
99295,katrina,31
99294,slacker,31
99293,hunned,31
99292,foggy,31
99291,specializes,31
99290,hotta,31
99289,mutherfucker,31
99288,tones,31
99287,jill,31
99286,z-ro,31
99285,skeletons,31
99284,tropical,31
99283,vampire,31
99282,jupiter,31
99281,unno,31
99280,trophies,31
99279,personally,31
99278,golds,31
99277,recieve,31
99276,revolutionary,31
99275,brink,31
99274,pitchin,31
99273,b-k,31
99272,martyr,31
99271,training,31
99270,defenses,30
99269,dating,30
99268,cactus,30
99267,runners,30
99266,duece,30
99265,ions,30
99264,shaft,30
99263,comp,30
99262,baf,30
99261,dre],30
99260,sliced,30
99259,bathing,30
99258,ocho,30
99257,fragrance,30
99256,tupelo,30
99255,mitchell,30
99254,bloodshot,30
99253,vibration,30
99252,che,30
99251,lakes,30
99250,roadside,30
99249,policeman,30
99248,collision,30
99247,marlboro,30
99246,vines,30
99245,fruity,30
99244,invent,30
99243,explosive,30
99242,pre,30
99241,bomber,30
99240,smacking,30
99239,reps,30
99238,alarms,30
99237,timberland,30
99236,dissapear,30
99235,demolition,30
99234,blender,30
99233,deceived,30
99232,tickle,30
99231,chorus],30
99230,introduction,30
99229,visualize,30
99228,camino,30
99227,disappearing,30
99226,mobbing,30
99225,beacon,30
99224,sentences,30
99223,yankee,30
99222,dennis,30
99221,krazy,30
99220,sharon,30
99219,pictured,30
99218,ribbons,30
99217,kirk,30
99216,juggle,30
99215,ooohhh,30
99214,pinned,30
99213,mammy,30
99212,inspire,30
99211,pluck,30
99210,reminding,30
99209,hey-la,30
99208,bellin,30
99207,margarita,30
99206,julie,30
99205,complainin,30
99204,margaritas,30
99203,everday,30
99202,wifes,30
99201,riddim,30
99200,infront,30
99199,bummy,30
99198,ginger,30
99197,everynight,30
99196,cannons,30
99195,instrumentals,30
99194,mj,30
99193,wuz,30
99192,strips,30
99191,o-oh,30
99190,lurk,30
99189,snack,30
99188,dynasty,30
99187,thinner,30
99186,p-i-m-p,30
99185,hots,30
99184,handles,30
99183,rachel,30
99182,staircase,30
99181,sa,30
99180,homeward,30
99179,ballad,30
99178,ciroc,30
99177,silently,30
99176,formed,30
99175,hounds,30
99174,formula,30
99173,wacky,30
99172,lockdown,30
99171,zimbabwe,30
99170,grandpas,30
99169,corona,30
99168,grandfather,30
99167,fm,30
99166,flatline,30
99165,wap,30
99164,refugees,30
99163,d-tay,30
99162,cartoon,30
99161,hurricanes,30
99160,amounts,30
99159,levis,30
99158,chamillionaire,30
99157,unconditional,30
99156,qs,30
99155,brighten,30
99154,hyphy,30
99153,wana,30
99152,amigo,30
99151,proudly,30
99150,spills,30
99149,i-20,30
99148,bibles,30
99147,wandered,30
99146,pusher,30
99145,springs,30
99144,purses,30
99143,aura,30
99142,billie,30
99141,flam,30
99140,diggity,30
99139,ness,30
99138,jody,30
99137,uk,30
99136,propane,30
99135,huh-huh,30
99134,flea,30
99133,chainz,30
99132,chainsaw,30
99131,bashed,30
99130,neoneun,30
99129,idols,30
99128,muslim,30
99127,legged,30
99126,sleazy,30
99125,saddest,30
99124,panama,30
99123,breezin,30
99122,active,30
99121,un-huh,30
99120,sleet,30
99119,[evidence],30
99118,squeezed,30
99117,untold,30
99116,swam,30
99115,dragons,30
99114,console,30
99113,antone,30
99112,puba],30
99111,membrane,30
99110,clarks,30
99109,contracts,30
99108,fingerprints,30
99107,dons,30
99106,savannah,30
99105,waa,30
99104,saves,30
99103,betrayed,30
99102,mislead,30
99101,pacing,30
99100,shops,30
99099,weighed,30
99098,addams,30
99097,toni,30
99096,nazi,30
99095,baram,30
99094,cursin,30
99093,rapid,30
99092,mutual,30
99091,hyde,30
99090,unspoken,30
99089,litlle,30
99088,husslin,30
99087,coughin,30
99086,rapidly,30
99085,narcs,30
99084,down-down,30
99083,harass,30
99082,chong,29
99081,fleet,29
99080,guardian,29
99079,campfire,29
99078,partyin,29
99077,restin,29
99076,flops,29
99075,icky,29
99074,privacy,29
99073,paranoia,29
99072,grounded,29
99071,tiffany,29
99070,shaggy,29
99069,--&gt,29
99068,concepts,29
99067,orphan,29
99066,vapor,29
99065,zig,29
99064,swat,29
99063,span,29
99062,unstable,29
99061,sparking,29
99060,texaco,29
99059,tooken,29
99058,hooray,29
99057,develop,29
99056,commotion,29
99055,agents,29
99054,cheeks],29
99053,classroom,29
99052,nude,29
99051,beads,29
99050,beings,29
99049,punisher,29
99048,skulls,29
99047,craze,29
99046,gt,29
99045,one-time,29
99044,dent,29
99043,cutest,29
99042,yalls,29
99041,ralph,29
99040,goat,29
99039,hippies,29
99038,n-gga,29
99037,mermaid,29
99036,snuff,29
99035,sandman,29
99034,heyyy,29
99033,duffle,29
99032,paints,29
99031,delirious,29
99030,contradiction,29
99029,scram,29
99028,sniffing,29
99027,lieutenant,29
99026,ching,29
99025,piff,29
99024,wot,29
99023,pierced,29
99022,girly,29
99021,compliments,29
99020,gamblin,29
99019,intellectual,29
99018,witnessed,29
99017,stocks,29
99016,obscene,29
99015,pillows,29
99014,jays,29
99013,crease,29
99012,syllable,29
99011,giants,29
99010,rapped,29
99009,wraps,29
99008,scoping,29
99007,wrecks,29
99006,weathers,29
99005,instantly,29
99004,rash,29
99003,saviour,29
99002,sixes,29
99001,catholic,29
99000,coolaid,29
98999,automobile,29
98998,betray,29
98997,hugged,29
98996,addition,29
98995,demands,29
98994,flacko,29
98993,sank,29
98992,guillotine,29
98991,maneuver,29
98990,stuffin,29
98989,smoky,29
98988,sangria,29
98987,spraying,29
98986,halle,29
98985,alamo,29
98984,nun,29
98983,jerked,29
98982,portrait,29
98981,tidal,29
98980,flashbacks,29
98979,posing,29
98978,naah,29
98977,motivated,29
98976,itchy,29
98975,ohoho,29
98974,glamour,29
98973,[i,29
98972,fearin,29
98971,gals,29
98970,coon,29
98969,fitness,29
98968,platter,29
98967,mesmerized,29
98966,brimstone,29
98965,nutz,29
98964,strum,29
98963,gainst,29
98962,handled,29
98961,reward,29
98960,drugged,29
98959,boyfriends,29
98958,glitters,29
98957,flu,29
98956,aquarius,29
98955,unwound,29
98954,adult,29
98953,louch,29
98952,produced,29
98951,lea,29
98950,perfected,29
98949,supa,29
98948,africans,29
98947,prodigal,29
98946,frat,29
98945,rival,29
98944,bassline,29
98943,dayz,29
98942,timid,29
98941,lullabies,29
98940,lovey,29
98939,mistletoe,29
98938,rehearsal,29
98937,redrum,29
98936,detail,29
98935,tellem,29
98934,waterfall,29
98933,slides,29
98932,drained,29
98931,diving,29
98930,reno,29
98929,blackout,29
98928,refused,29
98927,aluminum,29
98926,wordplay,29
98925,vagina,29
98924,cables,29
98923,triflin,29
98922,tripped,29
98921,lumps,29
98920,pree,29
98919,minnesota,29
98918,proven,29
98917,peck,29
98916,ifs,29
98915,whut,29
98914,scholarship,29
98913,forty-five,29
98912,producers,29
98911,voom,29
98910,televised,29
98909,iont,29
98908,slippers,29
98907,patrick,29
98906,cannibal,29
98905,journeys,29
98904,stankin,29
98903,likin,29
98902,benefits,29
98901,perception,29
98900,overload,29
98899,melted,29
98898,tricking,29
98897,colorful,29
98896,personality,29
98895,determination,29
98894,bugatti,29
98893,pras,29
98892,opp,29
98891,wages,29
98890,reminiscin,29
98889,riverbank,29
98888,yelawolf,29
98887,deacon,29
98886,acre,29
98885,directly,29
98884,hungover,29
98883,noo,29
98882,fester,29
98881,pasta,29
98880,abroad,29
98879,groceries,29
98878,conquered,29
98877,[eminem],29
98876,bootleg,29
98875,hollin,29
98874,definite,29
98873,fetus,29
98872,superhero,29
98871,bahamas,28
98870,[repeat],28
98869,phrases,28
98868,moma,28
98867,arrival,28
98866,operate,28
98865,witta,28
98864,whistlin,28
98863,forevers,28
98862,stingy,28
98861,skates,28
98860,pricks,28
98859,mix-a-lot,28
98858,teasing,28
98857,tailgates,28
98856,2020,28
98855,vibrate,28
98854,endings,28
98853,nameless,28
98852,battlin,28
98851,tailor,28
98850,mann,28
98849,thunderbird,28
98848,freed,28
98847,forte,28
98846,disciples,28
98845,morphine,28
98844,badass,28
98843,apartheid,28
98842,sundress,28
98841,eastern,28
98840,moonlit,28
98839,temperatures,28
98838,gambler,28
98837,skating,28
98836,slippery,28
98835,tahoe,28
98834,acquainted,28
98833,commandments,28
98832,quotes,28
98831,seventy,28
98830,simone,28
98829,mijn,28
98828,robots,28
98827,laps,28
98826,mamis,28
98825,joyful,28
98824,brenda,28
98823,cougar,28
98822,foxx,28
98821,dialed,28
98820,shameless,28
98819,nascar,28
98818,quran,28
98817,methods,28
98816,fees,28
98815,immediately,28
98814,filipino,28
98813,blond,28
98812,tuna,28
98811,cappin,28
98810,anxiety,28
98809,gathering,28
98808,ov,28
98807,bando,28
98806,chickz,28
98805,wraith,28
98804,drankin,28
98803,roaming,28
98802,listens,28
98801,household,28
98800,baghdad,28
98799,casualties,28
98798,thuggish,28
98797,equality,28
98796,monica,28
98795,technician,28
98794,cyclone,28
98793,firin,28
98792,truthfully,28
98791,blitz,28
98790,pioneer,28
98789,trainer,28
98788,misty,28
98787,automatics,28
98786,piles,28
98785,reindeer,28
98784,tipped,28
98783,narcotics,28
98782,hesitant,28
98781,bachelor,28
98780,firecracker,28
98779,illy,28
98778,jammed,28
98777,cess,28
98776,30s,28
98775,buh,28
98774,outskirts,28
98773,fingaz,28
98772,louieville,28
98771,muhfuckers,28
98770,surfin,28
98769,mainstream,28
98768,sherm,28
98767,stats,28
98766,divas,28
98765,recommend,28
98764,lockin,28
98763,locking,28
98762,yeah-yeah-yeah,28
98761,barrels,28
98760,rae,28
98759,locomotive,28
98758,so-so,28
98757,hunted,28
